epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,28878.4,0.87748,1.88527,0.83116,1.13794,0,0.90741,0.84704,0.90126,0.74849,0.90141,0.84136,0.88522,0.68362,0.88478,1.68356,0.65493,1.11278,0,0.000180483,0.000180483,0.000180483
123,29088.1,0.87975,1.91535,0.84479,1.14198,0,0.90601,0.84458,0.90101,0.74979,0.90046,0.83963,0.88529,0.68408,0.88442,1.68281,0.65327,1.11293,0,0.000175185,0.000175185,0.000175185
124,29382.2,0.88863,1.93239,0.85429,1.14924,0,0.90446,0.84999,0.90094,0.74974,0.90246,0.84258,0.88571,0.68414,0.88333,1.68146,0.65331,1.11206,0,0.000170052,0.000170052,0.000170052
125,29650.8,0.88116,1.89858,0.83671,1.14038,0,0.90174,0.85289,0.90166,0.75039,0.90094,0.84298,0.88511,0.68431,0.88308,1.67922,0.65236,1.1117,0,0.000165086,0.000165086,0.000165086
126,29860.2,0.87635,1.90386,0.83229,1.13664,0,0.90458,0.85391,0.90176,0.74964,0.90136,0.8444,0.88528,0.68496,0.8827,1.6781,0.65143,1.11154,0,0.000160289,0.000160289,0.000160289
127,30106.4,0.88437,1.92127,0.84295,1.14149,0,0.90713,0.85146,0.90161,0.74981,0.90277,0.84397,0.88563,0.68488,0.88252,1.6773,0.65078,1.11132,0,0.000155662,0.000155662,0.000155662
128,30315.2,0.8698,1.89031,0.82401,1.13271,0,0.90334,0.85767,0.90221,0.75063,0.90056,0.84675,0.88659,0.68547,0.88239,1.67599,0.64983,1.11135,0,0.000151208,0.000151208,0.000151208
129,30524.6,0.87896,1.91419,0.83316,1.14228,0,0.90482,0.85632,0.90229,0.75058,0.90003,0.84852,0.88703,0.68553,0.88174,1.67473,0.64873,1.11057,0,0.00014693,0.00014693,0.00014693
130,30734.4,0.8764,1.88856,0.82369,1.1375,0,0.90427,0.85647,0.9026,0.7507,0.90006,0.84927,0.88784,0.68614,0.88117,1.67349,0.64663,1.11024,0,0.000142828,0.000142828,0.000142828
131,30953.2,0.79577,1.55428,0.56281,1.07805,0,0.90885,0.85612,0.90319,0.75159,0.90287,0.84942,0.88862,0.68651,0.88002,1.67138,0.64381,1.10935,0,0.000138905,0.000138905,0.000138905
132,31158.6,0.77781,1.50618,0.5307,1.06535,0,0.90554,0.85686,0.90371,0.7515,0.90245,0.84751,0.88928,0.6871,0.87802,1.66851,0.64111,1.10749,0,0.000135162,0.000135162,0.000135162
133,31364.5,0.77289,1.49345,0.52176,1.06116,0,0.90688,0.85475,0.90398,0.75267,0.90379,0.84771,0.88977,0.68813,0.87609,1.66549,0.63944,1.10592,0,0.000131601,0.000131601,0.000131601
134,31569.5,0.75758,1.47569,0.50522,1.05457,0,0.90773,0.85617,0.90455,0.75294,0.90263,0.85049,0.89055,0.68875,0.87384,1.66236,0.63697,1.10435,0,0.000128223,0.000128223,0.000128223
135,31774.8,0.75725,1.47049,0.50326,1.05185,0,0.90845,0.85602,0.90507,0.75345,0.90621,0.84886,0.89123,0.68924,0.87256,1.65912,0.63416,1.10345,0,0.000125031,0.000125031,0.000125031
136,31981.1,0.7588,1.47453,0.50463,1.05776,0,0.90959,0.85472,0.90579,0.75345,0.90404,0.84894,0.89016,0.68943,0.8713,1.6558,0.63123,1.10228,0,0.000122025,0.000122025,0.000122025
137,32187.5,0.75038,1.46403,0.49287,1.05051,0,0.91227,0.85567,0.90648,0.75419,0.90688,0.84867,0.89056,0.6903,0.87045,1.65236,0.62868,1.10158,0,0.000119206,0.000119206,0.000119206
138,32395.8,0.74859,1.44858,0.48927,1.04891,0,0.91294,0.85368,0.90644,0.75485,0.90818,0.847,0.89089,0.69033,0.86933,1.65084,0.62748,1.10072,0,0.000116577,0.000116577,0.000116577
139,32682.5,0.73994,1.43743,0.48208,1.04215,0,0.91419,0.8535,0.90701,0.75506,0.91112,0.84717,0.89176,0.69126,0.86851,1.64792,0.62618,1.10002,0,0.000114138,0.000114138,0.000114138
140,32891.5,0.73652,1.42769,0.48024,1.03994,0,0.91436,0.85408,0.90739,0.7564,0.91524,0.84667,0.89247,0.69218,0.86771,1.64543,0.62556,1.09905,0,0.000111889,0.000111889,0.000111889
141,33101.9,0.73681,1.42282,0.47411,1.03385,0,0.9175,0.8552,0.90818,0.75754,0.91461,0.847,0.89301,0.69201,0.86665,1.64318,0.62424,1.09796,0,0.000109834,0.000109834,0.000109834
142,33312.6,0.73418,1.41898,0.4688,1.03698,0,0.91894,0.85391,0.90867,0.7583,0.91538,0.84667,0.89359,0.69283,0.86586,1.64088,0.62266,1.09729,0,0.000107971,0.000107971,0.000107971
143,33523.5,0.7333,1.41302,0.46782,1.03499,0,0.91709,0.85501,0.909,0.75789,0.91606,0.8462,0.89391,0.69333,0.86472,1.63887,0.62162,1.0965,0,0.000106302,0.000106302,0.000106302
144,33759.9,0.72965,1.41094,0.4675,1.03178,0,0.91942,0.85344,0.90924,0.75866,0.91594,0.84818,0.89472,0.69366,0.86414,1.63731,0.62041,1.09625,0,0.000104827,0.000104827,0.000104827
145,33970.9,0.72626,1.40834,0.46259,1.02732,0,0.92146,0.85345,0.90996,0.7581,0.91579,0.84926,0.89527,0.6938,0.86347,1.63546,0.61894,1.09575,0,0.000103548,0.000103548,0.000103548
146,34182.6,0.72643,1.40635,0.46228,1.02984,0,0.92281,0.85314,0.91009,0.75898,0.9179,0.84939,0.89594,0.6939,0.86307,1.63343,0.61692,1.09536,0,0.000102465,0.000102465,0.000102465
147,34392.3,0.72158,1.39523,0.45553,1.02777,0,0.92618,0.85263,0.91067,0.75988,0.91782,0.84965,0.89586,0.69472,0.86273,1.63213,0.61577,1.09527,0,0.000101578,0.000101578,0.000101578
148,34604.2,0.71727,1.39852,0.45026,1.02485,0,0.92448,0.8541,0.91123,0.76016,0.91857,0.84972,0.89626,0.69469,0.86235,1.63059,0.61484,1.09497,0,0.000100888,0.000100888,0.000100888
149,34814.8,0.71994,1.38827,0.45081,1.02644,0,0.92468,0.8549,0.91166,0.76074,0.9175,0.85101,0.89699,0.69519,0.86105,1.62948,0.61321,1.09396,0,0.000100395,0.000100395,0.000100395
150,35027.6,0.71294,1.37343,0.44826,1.023,0,0.92647,0.85374,0.9118,0.76089,0.92059,0.84992,0.89684,0.69551,0.86033,1.62797,0.61202,1.09347,0,0.000100099,0.000100099,0.000100099
