epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,8187.03,1.25735,1.79632,1.49388,0.60623,0.51868,0.55,0.30818,1.57227,1.97778,1.82674,0.00427565,0.00427565,0.00427565
57,8333.75,1.25596,1.78547,1.49728,0.63846,0.51473,0.54258,0.30725,1.58445,1.96338,1.82939,0.00412246,0.00412246,0.00412246
58,8480.84,1.23327,1.7236,1.4805,0.59087,0.53347,0.53883,0.30302,1.58952,2.00863,1.84844,0.00397019,0.00397019,0.00397019
59,8626.58,1.23069,1.71853,1.47761,0.59047,0.55081,0.55507,0.30862,1.60033,1.94482,1.85517,0.00381899,0.00381899,0.00381899
60,8772.47,1.2166,1.68846,1.46196,0.5457,0.55955,0.54506,0.3025,1.60502,1.96049,1.85875,0.00366899,0.00366899,0.00366899
61,8918.97,1.21313,1.69701,1.46778,0.57986,0.54319,0.54959,0.30684,1.60247,1.98036,1.84885,0.00352037,0.00352037,0.00352037
62,9064.11,1.21149,1.66871,1.45862,0.5502,0.55269,0.55592,0.31056,1.58432,1.94341,1.83878,0.00337325,0.00337325,0.00337325
63,9211.01,1.1812,1.6043,1.43795,0.60235,0.54553,0.56425,0.31125,1.59321,1.95342,1.8549,0.00322778,0.00322778,0.00322778
64,9357.82,1.19061,1.61217,1.43961,0.63762,0.5259,0.55622,0.31461,1.59092,1.95308,1.86194,0.00308412,0.00308412,0.00308412
65,9503.97,1.19344,1.6108,1.44394,0.5211,0.58249,0.54671,0.30911,1.59225,1.95212,1.85724,0.00294239,0.00294239,0.00294239
66,9649.9,1.17064,1.59418,1.43414,0.57485,0.55377,0.55309,0.31381,1.58599,1.94124,1.8548,0.00280275,0.00280275,0.00280275
67,9795.21,1.17541,1.57804,1.43381,0.58855,0.54665,0.55204,0.31104,1.58731,1.92419,1.86164,0.00266532,0.00266532,0.00266532
68,9940.08,1.15901,1.52154,1.41,0.60002,0.53719,0.55243,0.31148,1.59684,1.92906,1.86777,0.00253024,0.00253024,0.00253024
69,10086.3,1.15045,1.50916,1.40738,0.58494,0.54557,0.54518,0.31121,1.6041,1.9386,1.87603,0.00239766,0.00239766,0.00239766
70,10232.7,1.15402,1.51772,1.40951,0.59559,0.51956,0.5404,0.31041,1.57578,1.94133,1.84442,0.00226769,0.00226769,0.00226769
