epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,4976.38,1.20114,1.29309,1.42921,0.48045,0.4872,0.45563,0.22937,1.97855,1.68983,2.311,0.000402084,0.000402084,0.000402084
87,5033.19,1.19518,1.29234,1.43785,0.49917,0.47422,0.46637,0.23262,1.96401,1.6894,2.28387,0.000391966,0.000391966,0.000391966
88,5090.72,1.1944,1.25103,1.42352,0.62533,0.43817,0.46884,0.2325,1.96932,1.63618,2.26553,0.000381899,0.000381899,0.000381899
89,5147.76,1.1828,1.26453,1.42394,0.55695,0.47547,0.46863,0.23538,1.9769,1.63628,2.31585,0.000371885,0.000371885,0.000371885
90,5204.65,1.17516,1.24517,1.41451,0.47994,0.49296,0.4557,0.2346,1.97604,1.68274,2.29139,0.000361929,0.000361929,0.000361929
91,5261.62,1.14434,1.2017,1.39187,0.5331,0.47855,0.45183,0.23447,1.9714,1.68372,2.28898,0.000352037,0.000352037,0.000352037
92,5318.6,1.17998,1.24097,1.42073,0.56002,0.4661,0.45671,0.22708,1.98165,1.63777,2.30331,0.000342211,0.000342211,0.000342211
93,5375.26,1.15502,1.1844,1.39073,0.48434,0.50169,0.46024,0.22881,1.99586,1.66628,2.34136,0.000332457,0.000332457,0.000332457
94,5432.05,1.15383,1.21103,1.39616,0.58021,0.48672,0.47013,0.23426,1.97789,1.66573,2.3114,0.000322778,0.000322778,0.000322778
95,5489.38,1.13055,1.18147,1.3856,0.50109,0.4573,0.45043,0.22469,1.99006,1.63898,2.35844,0.00031318,0.00031318,0.00031318
96,5545.77,1.14523,1.20446,1.39698,0.60594,0.46689,0.45805,0.22572,2.00316,1.70899,2.34614,0.000303665,0.000303665,0.000303665
97,5602.69,1.1311,1.17877,1.38167,0.59797,0.44296,0.44875,0.22665,1.98354,1.66071,2.35001,0.000294239,0.000294239,0.000294239
98,5659.54,1.14719,1.20653,1.39335,0.57742,0.47492,0.45966,0.22934,2.00586,1.70675,2.37685,0.000284906,0.000284906,0.000284906
99,5716.08,1.11635,1.15561,1.37571,0.52581,0.46396,0.46038,0.23003,1.98702,1.66257,2.34736,0.000275668,0.000275668,0.000275668
100,5772.61,1.13124,1.16606,1.37864,0.46169,0.49804,0.45528,0.23185,2.00221,1.70844,2.36759,0.000266532,0.000266532,0.000266532
